Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Dec 20, 1993",150.0 lb,151 W,188,Runner,Imperial,mm/dd/YYYY,Week,English,--:--,"",All
